Time theta phi abs_alpha2 abs_beta2
7.86801e-05 0.32182 1.65399 0.974331 0.0256694
7.8915e-05 0.0124005 -2.13996 0.999962 3.84426e-05
7.91498e-05 0.0719624 0.630143 0.998706 0.00129409
7.93847e-05 0.0725039 -2.90807 0.998686 0.00131363
7.96196e-05 0.00990603 3.02586 0.999975 2.45322e-05
7.98544e-05 0.0216638 2.57657 0.999883 0.000117325
8.00893e-05 0.118571 -1.0062 0.996489 0.00351065
8.03242e-05 0.0539568 -1.45542 0.999272 0.000727658
8.0559e-05 0.0314154 1.33751 0.999753 0.000246712
8.07939e-05 0.0230915 0.979009 0.999867 0.000133299
8.10288e-05 0.0645439 -2.48445 0.998959 0.00104112
8.12636e-05 0.0462124 0.03639 0.999466 0.0005338
8.14985e-05 0.00731135 -0.235668 0.999987 1.33639e-05
8.17334e-05 0.0839663 2.20692 0.998238 0.00176155
8.19682e-05 0.0165954 -1.18953 0.999931 6.88506e-05
8.22031e-05 0.0484574 1.47936 0.999413 0.000586914
8.24379e-05 0.0199691 -2.06679 0.9999 9.96883e-05
8.26728e-05 0.104109 0.604758 0.997293 0.00270724
8.29077e-05 0.128216 0.287454 0.995896 0.00410419
8.31425e-05 0.0434194 -3.03377 0.999529 0.000471237
8.33774e-05 0.0156621 -0.242989 0.999939 6.1324e-05
8.36123e-05 0.02663 -0.821333 0.999823 0.000177278
8.38471e-05 0.0947832 1.83341 0.997756 0.00224428
8.4082e-05 0.0658994 -1.8817 0.998915 0.00108529
8.43169e-05 0.00394126 0.978845 0.999996 3.88337e-06
8.45517e-05 0.0695806 0.894535 0.99879 0.00120988
8.47866e-05 0.0147492 -2.63988 0.999946 5.4384e-05
8.50215e-05 0.0112859 -2.90796 0.999968 3.18428e-05
8.52563e-05 0.123069 2.8435 0.996218 0.00378174
8.54912e-05 0.0747842 -0.51883 0.998602 0.00139752
8.57261e-05 0.00245253 -1.04835 0.999998 1.50372e-06
8.59609e-05 0.0543096 1.75489 0.999263 0.000737203
8.61958e-05 2.45476e-05 1.58998 1 1.50646e-10
8.64307e-05 0.106932 -1.86953 0.997144 0.00285591
8.66655e-05 0.06859 -2.23562 0.998824 0.00117569
8.69004e-05 0.10557 -2.92122 0.997216 0.00278366
8.71353e-05 0.0379736 -0.0471792 0.99964 0.000360455
8.73701e-05 0.0586358 -0.0484712 0.999141 0.000859293
8.7605e-05 0.0122071 -0.470683 0.999963 3.72527e-05
8.78399e-05 0.0472873 -1.23046 0.999441 0.000558917
8.80747e-05 0.159488 1.42228 0.993654 0.00634562
8.83096e-05 0.0369987 1.35088 0.999658 0.000342187
8.85445e-05 0.0489816 -2.30511 0.9994 0.000599679
8.87793e-05 0.111472 0.377814 0.996897 0.00310326
8.90142e-05 0.0158457 -2.99111 0.999937 6.27702e-05
8.92491e-05 0.0723973 -0.292291 0.99869 0.00130977
8.94839e-05 0.0288123 2.67638 0.999792 0.000207523
8.97188e-05 0.0292687 -0.616495 0.999786 0.000214149
8.99537e-05 0.0618569 2.11983 0.999044 0.000956264
9.01885e-05 0.0466328 1.66747 0.999456 0.000543556
9.04234e-05 0.028834 1.37182 0.999792 0.000207836
9.06583e-05 0.0110239 1.02942 0.99997 3.03813e-05
9.08931e-05 0.123032 -2.22065 0.996221 0.00377945
9.1128e-05 0.0333248 -2.27819 0.999722 0.000277609
9.13629e-05 0.0620637 0.596645 0.999037 0.000962666
9.15977e-05 0.0307959 0.0651832 0.999763 0.000237079
9.18326e-05 0.0989336 2.75383 0.997555 0.00244497
9.20675e-05 0.00822961 -0.71634 0.999983 1.69315e-05
9.23023e-05 0.0456574 -0.948288 0.999479 0.000521059
9.25372e-05 0.0475281 1.96467 0.999435 0.000564624
9.27721e-05 0.00686288 -1.68892 0.999988 1.17747e-05
9.30069e-05 0.00373866 1.37965 0.999997 3.49438e-06
9.32418e-05 0.0916209 1.02006 0.997903 0.00209713
9.34766e-05 0.0959132 -2.66319 0.997702 0.00229807
9.37115e-05 0.0736024 -2.91973 0.998646 0.00135372
9.39464e-05 0.0358453 3.12535 0.999679 0.000321187
9.41812e-05 0.10004 -0.289624 0.9975 0.00249989
9.44161e-05 0.0324214 2.54764 0.999737 0.000262764
9.4651e-05 0.104855 -0.869753 0.997254 0.00274614
9.48858e-05 0.0602606 -0.907626 0.999092 0.000907559
9.51207e-05 0.0286746 2.00224 0.999794 0.000205544
9.53556e-05 0.0272007 -1.59062 0.999815 0.000184959
9.55904e-05 0.0271875 -1.74717 0.999815 0.000184779
9.58253e-05 0.0900719 1.11829 0.997973 0.00202687
9.60602e-05 0.116445 -2.40389 0.996614 0.00338604
9.6295e-05 0.0363285 -2.59627 0.99967 0.000329904
9.65299e-05 0.0900379 0.180643 0.997975 0.00202534
9.67648e-05 0.0648842 2.8192 0.998948 0.00105212
9.69996e-05 0.110618 -0.608295 0.996944 0.00305595
9.72345e-05 0.0956561 2.25364 0.997714 0.00228578
9.74694e-05 0.0343878 -1.46218 0.999704 0.000295601
9.77042e-05 0.130155 -1.67625 0.995771 0.00422912
9.79391e-05 0.0461313 -2.1987 0.999468 0.00053193
9.8174e-05 0.0144926 0.283403 0.999947 5.25078e-05
9.84088e-05 0.0409121 3.02962 0.999582 0.000418391
9.86437e-05 0.01288 2.66136 0.999959 4.1473e-05
9.88786e-05 0.0340254 -0.972565 0.999711 0.000289403
9.91134e-05 0.0662149 -1.32826 0.998904 0.0010957
9.93483e-05 0.122736 1.44328 0.996239 0.00376133
9.95832e-05 0.0965171 0.909308 0.997673 0.00232708
9.9818e-05 0.0280631 0.662517 0.999803 0.000196872
0.000100053 0.00745711 -2.97724 0.999986 1.39021e-05
0.000100288 0.145219 -0.179569 0.994737 0.00526287
0.000100523 0.0800326 2.40596 0.9984 0.00160045
0.000100757 0.056677 -1.11415 0.999197 0.000802855
0.000100992 0.0892702 1.72257 0.998009 0.00199097
0.000101227 0.0179804 -1.95478 0.999919 8.08217e-05
0.000101462 0.0652134 -2.25885 0.998937 0.00106282
0.000101697 0.0829196 -2.48952 0.998282 0.00171793
0.000101932 0.0611014 -2.88634 0.999067 0.000933055
0.000102167 0.0699456 2.96321 0.998777 0.0012226
0.000102402 0.0288889 2.58667 0.999791 0.000208627
0.000102636 0.15948 2.10746 0.993655 0.00634502
0.000102871 0.0108675 1.6398 0.99997 2.95251e-05
0.000103106 0.102823 -1.81249 0.997359 0.00264079
0.000103341 0.123765 1.22887 0.996175 0.00382453
0.000103576 0.143706 -2.27568 0.994846 0.00515394
0.000103811 0.0215936 -2.45424 0.999883 0.000116567
0.000104046 0.0098482 -2.88333 0.999976 2.42466e-05
0.00010428 0.0673778 2.89345 0.998865 0.00113451
0.000104515 0.00582793 2.64017 0.999992 8.49115e-06
0.00010475 0.0354038 2.20309 0.999687 0.000313325
0.000104985 0.0150436 -1.30879 0.999943 5.65763e-05
0.00010522 0.0743876 1.48056 0.998617 0.00138274
0.000105455 0.0110908 -2.32916 0.999969 3.07514e-05
0.00010569 0.050593 0.662656 0.99936 0.000639777
0.000105925 0.0529007 -0.0251699 0.999301 0.000699457
0.000106159 0.0599846 0.000310143 0.999101 0.000899268
0.000106394 0.011513 2.6326 0.999967 3.31368e-05
0.000106629 0.0665222 2.44797 0.998894 0.00110589
0.000106864 0.0282645 2.24916 0.9998 0.000199708
