Time abs_alpha_bruit abs_beta_bruit abs_alpha_corrige abs_beta_corrige bruit_alpha bruit_beta
4.15713e-05 0.589691 0.410295 0.589691 0.410295 0.0550431 0.0969286
4.18061e-05 0.620379 0.379606 0.620379 0.379606 0.0278478 -0.0603784
4.2041e-05 0.650592 0.349393 0.650592 0.349393 0.1362 0.0114866
4.22759e-05 0.680211 0.319774 0.680211 0.319774 0.014579 0.000256012
4.25107e-05 0.70912 0.290866 0.70912 0.290866 -0.0344048 -0.0651877
4.27456e-05 0.737203 0.262783 0.737203 0.262783 0.0259286 0.0172208
4.29805e-05 0.764351 0.235635 0.764351 0.235635 0.0609994 0.0353067
4.32153e-05 0.790457 0.209529 0.790457 0.209529 -0.0189358 -0.103448
4.34502e-05 0.815417 0.184569 0.815417 0.184569 0.0824979 0.0183514
4.36851e-05 0.839134 0.160852 0.839134 0.160852 -0.0132971 -0.0272009
4.39199e-05 0.861513 0.138472 0.861513 0.138472 0.0137438 -0.0604685
4.41548e-05 0.882468 0.117518 0.882468 0.117518 -0.0362718 -0.0140253
4.43897e-05 0.901915 0.0980708 0.901915 0.0980708 0.00320873 0.0750863
4.46245e-05 0.919778 0.080208 0.919778 0.080208 0.111771 -0.104272
4.48594e-05 0.935986 0.0639996 0.935986 0.0639996 0.00847056 -0.0343638
4.50943e-05 0.950477 0.0495091 0.950477 0.0495091 -0.063895 -0.0311664
4.53291e-05 0.963192 0.0367936 0.963192 0.0367936 0.0218184 -0.000686737
4.5564e-05 0.974083 0.0259026 0.974083 0.0259026 -0.0235696 -0.00538278
4.57989e-05 0.983107 0.0168788 0.983107 0.0168788 -0.0193422 -0.0101057
4.60337e-05 0.990229 0.00975682 0.990229 0.00975682 -0.0609531 0.0849018
4.62686e-05 0.995422 0.00456372 0.995422 0.00456372 0.0114176 0.0457964
4.65035e-05 0.998668 0.00131779 0.998668 0.00131779 0.0767785 -0.113444
4.67383e-05 0.99996 2.60413e-05 0.99996 2.60413e-05 -0.0579679 0.116037
4.69732e-05 0.999358 0.000627215 0.999358 0.000627215 -0.0149017 -0.105753
4.72081e-05 0.99677 0.00321545 0.99677 0.00321545 -0.0360826 -0.0231225
4.74429e-05 0.992215 0.00777053 0.992215 0.00777053 -0.0175489 -0.0288662
4.76778e-05 0.985714 0.0142716 0.985714 0.0142716 -0.0332703 -0.0543582
4.79127e-05 0.977294 0.0226916 0.977294 0.0226916 0.0869287 -0.0180937
4.81475e-05 0.966989 0.0329965 0.966989 0.0329965 -0.0245169 0.00650439
4.83824e-05 0.954841 0.0451451 0.954841 0.0451451 -0.0120678 0.0178125
4.86173e-05 0.940897 0.059089 0.940897 0.059089 -0.0114468 0.086225
4.88521e-05 0.925213 0.074773 0.925213 0.074773 0.0800877 0.0703408
4.9087e-05 0.907851 0.0921349 0.907851 0.0921349 -0.0773463 0.13994
4.93218e-05 0.88888 0.111106 0.88888 0.111106 0.0901312 0.0606369
4.95567e-05 0.868374 0.131612 0.868374 0.131612 -0.0419004 -0.0683938
4.97916e-05 0.846415 0.15357 0.846415 0.15357 -0.0530233 -0.00512003
5.00264e-05 0.82309 0.176895 0.82309 0.176895 0.0971729 -0.00971177
5.02613e-05 0.798491 0.201495 0.798491 0.201495 0.0169531 0.026368
5.04962e-05 0.772714 0.227272 0.772714 0.227272 -0.0241312 -0.0397822
5.0731e-05 0.745861 0.254124 0.745861 0.254124 -0.0373078 0.00302738
5.09659e-05 0.71804 0.281946 0.71804 0.281946 0.0598329 -0.0677361
5.12008e-05 0.689358 0.310628 0.689358 0.310628 0.0660908 -0.0272135
5.14356e-05 0.65993 0.340056 0.65993 0.340056 0.0445514 -0.0226143
5.16705e-05 0.629871 0.370115 0.629871 0.370115 -0.0333991 -0.0160022
5.19054e-05 0.5993 0.400685 0.5993 0.400685 0.0022441 -0.0553149
5.21402e-05 0.568338 0.431647 0.568338 0.431647 -0.0886429 0.0171108
5.23751e-05 0.537108 0.462878 0.537108 0.462878 0.0743898 0.0457312
5.261e-05 0.505731 0.494255 0.505731 0.494255 0.0404463 -0.0605048
5.28448e-05 0.474332 0.525654 0.474332 0.525654 0.0295905 0.0256931
5.30797e-05 0.443034 0.556951 0.443034 0.556951 0.0811965 -0.0162977
5.33146e-05 0.411962 0.588024 0.411962 0.588024 0.00335561 0.00686512
5.35494e-05 0.381237 0.618748 0.381237 0.618748 0.0642568 0.0803585
5.37843e-05 0.350982 0.649004 0.350982 0.649004 0.0173512 -0.0746767
5.40192e-05 0.321314 0.678672 0.321314 0.678672 -0.0109857 0.0641809
5.4254e-05 0.292352 0.707634 0.292352 0.707634 0.0819215 -0.056654
5.44889e-05 0.264208 0.735777 0.264208 0.735777 -0.0274764 -0.0441033
5.47238e-05 0.236996 0.76299 0.236996 0.76299 0.116948 -0.069862
5.49586e-05 0.210821 0.789165 0.210821 0.789165 -0.011445 0.030441
5.51935e-05 0.185787 0.814199 0.185787 0.814199 -0.0321209 -0.0413518
5.54284e-05 0.161992 0.837994 0.161992 0.837994 0.00142974 -0.0165853
5.56632e-05 0.139531 0.860455 0.139531 0.860455 -0.0306416 0.0406475
5.58981e-05 0.118491 0.881494 0.118491 0.881494 0.0721705 0.00493209
5.6133e-05 0.0989569 0.901029 0.0989569 0.901029 -0.100207 0.00137261
5.63678e-05 0.0810043 0.918981 0.0810043 0.918981 0.0128418 -0.0131736
5.66027e-05 0.0647044 0.935281 0.0647044 0.935281 -0.0230873 0.0373313
5.68376e-05 0.0501213 0.949864 0.0501213 0.949864 0.0315302 -0.0452083
5.70724e-05 0.0373126 0.962673 0.0373126 0.962673 -0.0819884 -0.00818686
5.73073e-05 0.0263288 0.973657 0.0263288 0.973657 -0.0212449 -0.103366
5.75422e-05 0.017213 0.982773 0.017213 0.982773 -0.064867 -0.0012792
5.7777e-05 0.0100013 0.989984 0.0100013 0.989984 0.0123334 -0.0295782
5.80119e-05 0.00472201 0.995264 0.00472201 0.995264 -0.0524831 -0.0601511
5.82468e-05 0.00139589 0.99859 0.00139589 0.99859 0.0174921 0.010747
5.84816e-05 3.60439e-05 0.99995 3.60439e-05 0.99995 0.0232866 -0.0256556
5.87165e-05 0.000647781 0.999338 0.000647781 0.999338 -0.0421237 0.0542408
5.89514e-05 0.00322865 0.996757 0.00322865 0.996757 -0.0622889 -0.034431
5.91862e-05 0.00776843 0.992217 0.00776843 0.992217 0.0628798 -0.000434572
5.94211e-05 0.0142492 0.985736 0.0142492 0.985736 -0.0458545 -0.0347597
5.9656e-05 0.0226453 0.97734 0.0226453 0.97734 -0.0196854 0.0175379
5.98908e-05 0.0329236 0.967062 0.0329236 0.967062 0.0479765 0.0488251
6.01257e-05 0.0450436 0.954942 0.0450436 0.954942 -0.0314506 0.0480335
6.03605e-05 0.0589574 0.941028 0.0589574 0.941028 0.000439674 0.0724463
6.05954e-05 0.0746102 0.925375 0.0746102 0.925375 -0.0401416 0.0225876
6.08303e-05 0.09194 0.908046 0.09194 0.908046 -0.0509798 -0.0252149
6.10651e-05 0.110879 0.889107 0.110879 0.889107 0.00933852 0.0172692
6.13e-05 0.131351 0.868634 0.131351 0.868634 0.0401461 -0.0382704
6.15349e-05 0.153277 0.846708 0.153277 0.846708 -0.0223567 0.043241
6.17697e-05 0.17657 0.823415 0.17657 0.823415 0.0519596 -0.0219062
6.20046e-05 0.201138 0.798848 0.201138 0.798848 -0.00365452 0.0186305
6.22395e-05 0.226884 0.773102 0.226884 0.773102 -0.0478327 0.00662657
6.24743e-05 0.253706 0.746279 0.253706 0.746279 0.0274631 0.0628693
6.27092e-05 0.281499 0.718486 0.281499 0.718486 0.029398 -0.0223518
6.29441e-05 0.310153 0.689832 0.310153 0.689832 -0.109314 0.022184
6.31789e-05 0.339556 0.66043 0.339556 0.66043 -0.0695766 0.0518847
6.34138e-05 0.36959 0.630395 0.36959 0.630395 -0.0641305 -0.0179125
6.36487e-05 0.400138 0.599847 0.400138 0.599847 -0.00550202 -0.0737626
6.38835e-05 0.43108 0.568906 0.43108 0.568906 0.0279041 0.0427572
6.41184e-05 0.462292 0.537693 0.462292 0.537693 0.0355757 -0.0591433
6.43533e-05 0.493653 0.506332 0.493653 0.506332 -0.0155992 0.00972336
6.45881e-05 0.525039 0.474947 0.525039 0.474947 0.0299947 -0.0316316
6.4823e-05 0.556325 0.443661 0.556325 0.443661 -0.0775224 0.00770957
6.50579e-05 0.587389 0.412597 0.587389 0.412597 -0.0712224 0.045362
6.52927e-05 0.618108 0.381878 0.618108 0.381878 -0.0454142 -0.0345554
6.55276e-05 0.64836 0.351625 0.64836 0.351625 -0.0732116 -0.0164105
6.57625e-05 0.678028 0.321958 0.678028 0.321958 0.0245638 0.0741339
6.59973e-05 0.706993 0.292993 0.706993 0.292993 -0.0825743 -0.0432132
6.62322e-05 0.735142 0.264844 0.735142 0.264844 -0.022867 0.147564
6.64671e-05 0.762363 0.237622 0.762363 0.237622 -0.00202791 0.0522768
6.67019e-05 0.78855 0.211436 0.78855 0.211436 -0.0637174 -0.000617724
6.69368e-05 0.813599 0.186387 0.813599 0.186387 0.0122069 0.00112324
6.71717e-05 0.837412 0.162574 0.837412 0.162574 -0.0275803 0.0444789
6.74065e-05 0.859894 0.140092 0.859894 0.140092 0.0508538 -0.0786344
6.76414e-05 0.880958 0.119028 0.880958 0.119028 -0.0337918 0.0803295
6.78763e-05 0.90052 0.099466 0.90052 0.099466 0.00299479 0.0128228
6.81111e-05 0.918503 0.0814826 0.918503 0.0814826 -0.00374512 -0.0629635
6.8346e-05 0.934837 0.0651487 0.934837 0.0651487 -0.0343803 0.0516434
6.85809e-05 0.949457 0.0505282 0.949457 0.0505282 0.0418525 0.00693192
6.88157e-05 0.962307 0.0376786 0.962307 0.0376786 0.0474986 0.172234
6.90506e-05 0.973335 0.0266501 0.973335 0.0266501 -0.0212951 0.126565
6.92855e-05 0.9825 0.0174859 0.9825 0.0174859 -0.0299016 0.056204
6.95203e-05 0.989764 0.0102212 0.989764 0.0102212 0.0232856 0.0176995
6.97552e-05 0.995102 0.00488366 0.995102 0.00488366 0.041871 0.0368921
6.99901e-05 0.998493 0.00149224 0.998493 0.00149224 0.0183114 0.0297935
7.02249e-05 0.999931 5.50716e-05 0.999931 5.50716e-05 -0.00444132 -0.0249026
7.04598e-05 0.999453 0.000532157 0.999453 0.000532157 0.0177652 -0.011875
7.06947e-05 0.996987 0.0029982 0.996987 0.0029982 0.00330043 0.00259212
7.09295e-05 0.992553 0.00743222 0.992553 0.00743222 0.0549377 -0.00970051
7.11644e-05 0.986172 0.0138137 0.986172 0.0138137 0.0504301 -0.0635154
7.13992e-05 0.97787 0.0221159 0.97787 0.0221159 -0.0268373 0.0350586
7.16341e-05 0.96768 0.0323054 0.96768 0.0323054 0.0220997 0.00527528
7.1869e-05 0.955644 0.0443413 0.955644 0.0443413 0.0112739 -0.0152857
7.21038e-05 0.94181 0.0581758 0.94181 0.0581758 0.044368 0.0438274
7.23387e-05 0.926232 0.073754 0.926232 0.073754 0.0311774 0.0135635
7.25736e-05 0.908972 0.0910141 0.908972 0.0910141 0.0245813 0.0163134
