Time alpha beta abs_alpha2 abs_beta2
0 (1,0) (0,0) 1 0
1.69753e-07 (-0.110392,-0.698207) (-0.698515,-0.110407) 0.499679 0.500113
1.69932e-07 (-0.218256,-0.672342) (-0.672644,-0.218319) 0.499679 0.500113
1.7011e-07 (-0.320746,-0.629921) (-0.63021,-0.320855) 0.499679 0.500113
1.70289e-07 (-0.415338,-0.571991) (-0.572258,-0.415491) 0.499679 0.500113
1.70467e-07 (-0.499703,-0.499976) (-0.500216,-0.499896) 0.499679 0.500112
1.70646e-07 (-0.571764,-0.41565) (-0.415857,-0.571992) 0.499678 0.500112
1.70824e-07 (-0.629746,-0.321089) (-0.321258,-0.630004) 0.499678 0.500112
1.71003e-07 (-0.672222,-0.218623) (-0.218749,-0.672503) 0.499678 0.500112
1.71181e-07 (-0.698146,-0.110773) (-0.110854,-0.698444) 0.499678 0.500112
1.7136e-07 (-0.706879,-0.000195773) (-0.000229033,-0.707186) 0.499678 0.500112
1.71538e-07 (-0.698207,0.110386) (0.110401,-0.698515) 0.499678 0.500112
1.71717e-07 (-0.672343,0.21825) (0.218314,-0.672645) 0.499678 0.500112
1.71895e-07 (-0.629923,0.32074) (0.32085,-0.630212) 0.499678 0.500112
1.72074e-07 (-0.571993,0.415333) (0.415486,-0.572261) 0.499678 0.500112
1.72252e-07 (-0.499979,0.499698) (0.499892,-0.50022) 0.499678 0.500111
1.72431e-07 (-0.415654,0.57176) (0.571988,-0.415861) 0.499677 0.500111
1.72609e-07 (-0.321094,0.629743) (0.630001,-0.321263) 0.499677 0.500111
1.72788e-07 (-0.218628,0.67222) (0.672501,-0.218754) 0.499677 0.500111
1.72966e-07 (-0.110778,0.698144) (0.698442,-0.110859) 0.499677 0.500111
1.73145e-07 (-0.000201356,0.706878) (0.707185,-0.000234619) 0.499677 0.500111
1.73323e-07 (0.110381,0.698207) (0.698515,0.110396) 0.499677 0.500111
1.73502e-07 (0.218245,0.672344) (0.672646,0.218308) 0.499677 0.500111
1.7368e-07 (0.320735,0.629925) (0.630214,0.320845) 0.499677 0.500111
1.73859e-07 (0.415328,0.571996) (0.572264,0.415481) 0.499677 0.500111
1.74037e-07 (0.499694,0.499983) (0.500223,0.499887) 0.499677 0.50011
1.74216e-07 (0.571756,0.415658) (0.415865,0.571985) 0.499676 0.50011
1.74394e-07 (0.62974,0.321099) (0.321268,0.629998) 0.499676 0.50011
1.74573e-07 (0.672217,0.218633) (0.218759,0.672499) 0.499676 0.50011
1.74751e-07 (0.698143,0.110784) (0.110865,0.69844) 0.499676 0.50011
1.7493e-07 (0.706878,0.00020694) (0.000240205,0.707184) 0.499676 0.50011
1.75108e-07 (0.698207,-0.110375) (-0.11039,0.698515) 0.499676 0.50011
1.75287e-07 (0.672345,-0.218239) (-0.218302,0.672647) 0.499676 0.50011
1.75465e-07 (0.629927,-0.32073) (-0.320839,0.630216) 0.499676 0.50011
1.75644e-07 (0.571999,-0.415323) (-0.415476,0.572266) 0.499676 0.500109
1.75822e-07 (0.499986,-0.499689) (-0.499883,0.500226) 0.499675 0.500109
1.76001e-07 (0.415662,-0.571752) (-0.571981,0.415869) 0.499675 0.500109
1.76179e-07 (0.321103,-0.629736) (-0.629995,0.321272) 0.499675 0.500109
1.76358e-07 (0.218638,-0.672215) (-0.672496,0.218765) 0.499675 0.500109
1.76536e-07 (0.110789,-0.698141) (-0.698439,0.11087) 0.499675 0.500109
1.76715e-07 (0.000212523,-0.706877) (-0.707184,0.000245791) 0.499675 0.500109
1.76893e-07 (-0.110369,-0.698207) (-0.698516,-0.110385) 0.499675 0.500109
1.77072e-07 (-0.218234,-0.672346) (-0.672648,-0.218297) 0.499675 0.500109
1.7725e-07 (-0.320724,-0.629929) (-0.630217,-0.320834) 0.499675 0.500109
1.77429e-07 (-0.415318,-0.572001) (-0.572269,-0.415471) 0.499675 0.500108
1.77607e-07 (-0.499685,-0.499989) (-0.50023,-0.499878) 0.499674 0.500108
1.77786e-07 (-0.571748,-0.415666) (-0.415873,-0.571977) 0.499674 0.500108
1.77964e-07 (-0.629733,-0.321108) (-0.321277,-0.629991) 0.499674 0.500108
1.78143e-07 (-0.672212,-0.218643) (-0.21877,-0.672494) 0.499674 0.500108
