Temps theta phi abs_alpha2 abs_beta2
3.22727e-07 0.153876 1.55426 0.994092 0.00590777
3.23084e-07 0.00391153 -1.2616 0.999996 3.82502e-06
3.23441e-07 0.0588532 2.36055 0.999134 0.000865675
3.23798e-07 0.0393033 -0.382476 0.999614 0.000386137
3.24155e-07 0.0936537 -3.07029 0.997809 0.00219115
3.24512e-07 0.103604 0.372633 0.997319 0.00268104
3.24869e-07 0.0681648 0.694089 0.998839 0.00116116
3.25226e-07 0.0409868 0.975874 0.99958 0.000419921
3.25583e-07 0.0503192 1.19544 0.999367 0.000632873
3.2594e-07 0.00730909 -1.76277 0.999987 1.33556e-05
3.26297e-07 0.0298856 1.88888 0.999777 0.00022327
3.26654e-07 0.029848 2.24134 0.999777 0.000222709
3.27011e-07 0.017901 -0.417868 0.99992 8.01092e-05
3.27368e-07 0.0265967 -3.08997 0.999823 0.000176835
3.27725e-07 0.0697027 -2.67468 0.998786 0.00121412
3.28082e-07 0.0404505 -2.25053 0.999591 0.000409005
3.28439e-07 0.0636863 -2.09433 0.998986 0.00101364
3.28796e-07 0.0434222 -1.56431 0.999529 0.000471298
3.29153e-07 0.0676153 -1.10966 0.998857 0.00114252
3.2951e-07 0.0477509 -0.613273 0.99943 0.000569929
3.29867e-07 0.0855434 2.72154 0.998172 0.0018283
3.30224e-07 0.0772625 2.95733 0.998508 0.00149163
3.30581e-07 0.0881145 0.237078 0.99806 0.00193979
3.30938e-07 0.0894081 -2.80081 0.998003 0.00199712
3.31295e-07 0.00370074 -2.75981 0.999997 3.42387e-06
3.31652e-07 0.0136416 -2.6024 0.999953 4.65225e-05
3.32009e-07 0.0146879 -2.25584 0.999946 5.39324e-05
3.32366e-07 0.0499863 -1.93979 0.999375 0.000624528
3.32723e-07 0.0236153 1.57846 0.999861 0.000139414
3.3308e-07 0.027791 1.80562 0.999807 0.000193072
3.33437e-07 0.115164 2.1048 0.996688 0.00331205
3.33794e-07 0.0759163 -0.700875 0.99856 0.00144013
3.34151e-07 0.0257701 -0.472816 0.999834 0.000166015
3.34508e-07 0.0309801 2.94738 0.99976 0.000239922
3.34865e-07 0.00315698 0.35122 0.999998 2.49163e-06
3.35222e-07 0.00979588 -2.39714 0.999976 2.39896e-05
3.35579e-07 0.024287 -2.03681 0.999853 0.000147457
3.35936e-07 0.00260877 1.35188 0.999998 1.70142e-06
3.36293e-07 0.018164 -1.18571 0.999918 8.248e-05
3.3665e-07 0.0336648 -0.83758 0.999717 0.000283304
3.37007e-07 0.0398806 -0.590119 0.999602 0.000397564
3.37364e-07 0.0641552 -0.134225 0.998971 0.00102862
3.37721e-07 0.0390537 0.234799 0.999619 0.00038125
3.38078e-07 0.0396704 0.568374 0.999607 0.000393384
3.38435e-07 0.100392 1.12088 0.997482 0.00251751
3.38792e-07 0.0843764 1.35916 0.998221 0.00177879
3.39149e-07 0.0163119 -1.5723 0.999933 6.6518e-05
3.39506e-07 0.00771122 1.78609 0.999985 1.48657e-05
3.39863e-07 0.0592239 1.88989 0.999123 0.000876612
3.4022e-07 0.0634925 2.27624 0.998993 0.00100749
3.40577e-07 0.0317358 -0.642945 0.999748 0.00025177
3.40934e-07 0.00907324 2.84149 0.999979 2.05808e-05
3.41291e-07 0.0996151 0.210941 0.997521 0.00247874
3.41648e-07 0.0323904 0.810162 0.999738 0.000262262
3.42005e-07 0.00734781 0.93656 0.999987 1.34975e-05
3.42362e-07 0.019997 -1.69668 0.9999 9.99663e-05
3.42719e-07 0.0301388 1.8067 0.999773 0.000227069
3.43076e-07 0.0529914 2.24694 0.999298 0.000701859
3.43433e-07 0.00572161 -0.462561 0.999992 8.18418e-06
3.4379e-07 0.0730344 2.98962 0.998667 0.00133291
3.44147e-07 0.0652756 0.110272 0.998935 0.00106485
3.44504e-07 0.112458 -2.69513 0.996842 0.00315837
3.44861e-07 0.00724772 -2.28526 0.999987 1.31323e-05
3.45218e-07 0.0391667 -2.00251 0.999617 0.000383459
3.45575e-07 0.0139834 -1.67242 0.999951 4.88828e-05
3.45932e-07 0.0358672 1.64328 0.999678 0.000321579
3.46289e-07 0.00151467 -1.21818 0.999999 5.73554e-07
3.46646e-07 0.0844469 2.38656 0.998218 0.00178176
3.47003e-07 0.103898 2.60934 0.997304 0.00269629
3.4736e-07 0.0650956 -0.378675 0.998941 0.00105898
3.47717e-07 0.0339182 0.0127915 0.999712 0.000287584
3.48074e-07 0.0625293 -3.01265 0.999023 0.000977159
3.48431e-07 0.0248671 0.353803 0.999845 0.000154585
3.48788e-07 0.0398765 0.96935 0.999603 0.00039748
3.49145e-07 0.041232 -1.96608 0.999575 0.00042496
3.49502e-07 0.0808116 1.73846 0.998368 0.00163174
3.49859e-07 0.00199369 -1.00055 0.999999 9.93698e-07
3.50216e-07 0.123074 2.27637 0.996218 0.003782
3.50573e-07 0.0289746 2.98555 0.99979 0.000209867
3.5093e-07 0.0345192 0.223923 0.999702 0.000297864
3.51287e-07 0.098047 -2.48006 0.997599 0.00240138
3.51644e-07 0.138294 -2.29065 0.995226 0.00477368
3.52001e-07 0.0245581 -1.72111 0.999849 0.000150768
3.52358e-07 0.0366391 1.68001 0.999664 0.000335569
3.52715e-07 0.0585492 -1.10219 0.999143 0.000856756
3.53072e-07 0.0580851 -0.730275 0.999157 0.000843233
3.53429e-07 0.13019 -0.421607 0.995769 0.00423135
3.53786e-07 0.00493079 -0.0237634 0.999994 6.07815e-06
3.54143e-07 0.0338097 -2.72873 0.999714 0.000285746
3.545e-07 0.0781761 0.694021 0.998473 0.0015271
3.54857e-07 0.0435187 -2.16804 0.999527 0.000473394
3.55214e-07 0.0179974 1.31275 0.999919 8.09741e-05
3.55571e-07 0.0112872 -1.51798 0.999968 3.18501e-05
3.55928e-07 0.0194946 -1.09995 0.999905 9.50073e-05
3.56285e-07 0.00542697 -0.915607 0.999993 7.363e-06
