Time alpha beta abs_alpha2 abs_beta2
0 (1,0) (0,0) 1 0
1.67968e-07 (0.592666,-0.093907) (-0.12512,0.789975) 0.360071 0.639716
1.68147e-07 (0.582556,-0.189323) (-0.244216,0.751618) 0.375215 0.624571
1.68325e-07 (0.55676,-0.283725) (-0.354376,0.695501) 0.390482 0.609304
1.68504e-07 (0.515378,-0.374489) (-0.452987,0.623484) 0.405857 0.593929
1.68682e-07 (0.458954,-0.459005) (-0.537802,0.537802) 0.421324 0.578461
1.68861e-07 (0.388475,-0.534749) (-0.606987,0.441002) 0.436869 0.562916
1.69039e-07 (0.305352,-0.599364) (-0.659169,0.335864) 0.452477 0.547309
1.69218e-07 (0.211397,-0.650724) (-0.693459,0.225319) 0.468131 0.531654
1.69396e-07 (0.108778,-0.687011) (-0.709466,0.112368) 0.483816 0.515969
1.69575e-07 (-3.31661e-05,-0.706766) (-0.707296,4.51458e-13) 0.499518 0.500267
1.69753e-07 (-0.112319,-0.708945) (-0.687537,-0.108895) 0.515219 0.484565
1.69932e-07 (-0.22519,-0.692961) (-0.651233,-0.211598) 0.530906 0.468878
1.7011e-07 (-0.335662,-0.658705) (-0.599841,-0.305634) 0.546562 0.453222
1.70289e-07 (-0.440735,-0.606567) (-0.535183,-0.388833) 0.562172 0.437612
1.70467e-07 (-0.537479,-0.537435) (-0.459382,-0.459382) 0.57772 0.422064
1.70646e-07 (-0.623114,-0.452682) (-0.374799,-0.515866) 0.593192 0.406592
1.70824e-07 (-0.695096,-0.354136) (-0.283957,-0.557297) 0.608571 0.391212
1.71003e-07 (-0.751189,-0.244046) (-0.18947,-0.58313) 0.623843 0.37594
1.71181e-07 (-0.789533,-0.125021) (-0.0939635,-0.593262) 0.638993 0.360789
1.7136e-07 (-0.808706,2.75735e-05) (-3.64375e-13,-0.588028) 0.654006 0.345776
1.71538e-07 (-0.807769,0.127965) (0.0899894,-0.56817) 0.668866 0.330916
1.71717e-07 (-0.786304,0.255513) (0.173771,-0.534813) 0.68356 0.316222
1.71895e-07 (-0.744431,0.379335) (0.249368,-0.489412) 0.698073 0.301709
1.72074e-07 (-0.682821,0.49613) (0.315105,-0.433705) 0.71239 0.287392
1.72252e-07 (-0.602684,0.602718) (0.369651,-0.369651) 0.726497 0.273284
1.72431e-07 (-0.505743,0.696136) (0.412043,-0.299367) 0.740381 0.2594
1.72609e-07 (-0.394201,0.773714) (0.441704,-0.225059) 0.754027 0.245754
1.72788e-07 (-0.270686,0.833158) (0.458443,-0.148957) 0.767422 0.232358
1.72966e-07 (-0.138187,0.872616) (0.462452,-0.0732452) 0.780554 0.219226
1.73145e-07 (2.13019e-05,0.890735) (0.454281,-2.47177e-13) 0.793408 0.206372
1.73323e-07 (0.140461,0.886704) (0.434815,0.0688679) 0.805973 0.193807
1.73502e-07 (0.279545,0.860285) (0.405225,0.131666) 0.818236 0.181544
1.7368e-07 (0.413668,0.811827) (0.366933,0.186962) 0.830185 0.169595
1.73859e-07 (0.539308,0.742263) (0.321549,0.233619) 0.841807 0.157972
1.74037e-07 (0.653118,0.653092) (0.270819,0.270819) 0.853093 0.146686
1.74216e-07 (0.752017,0.546351) (0.216565,0.298076) 0.864029 0.135749
1.74394e-07 (0.833281,0.424559) (0.16062,0.315235) 0.874607 0.125172
1.74573e-07 (0.894612,0.29066) (0.104776,0.322468) 0.884814 0.114964
1.74751e-07 (0.934213,0.147949) (0.0507234,0.320255) 0.894642 0.105136
1.7493e-07 (0.950831,-1.45059e-05) (1.04299e-13,0.30935) 0.90408 0.0956976
1.75108e-07 (0.943806,-0.149498) (-0.0460508,0.290753) 0.91312 0.0866581
1.75287e-07 (0.913085,-0.296693) (-0.0863183,0.265661) 0.921751 0.0780264
1.75465e-07 (0.859234,-0.437816) (-0.119952,0.23542) 0.929966 0.069811
1.75644e-07 (0.783428,-0.569208) (-0.146381,0.201476) 0.937757 0.06202
1.75822e-07 (0.687421,-0.687436) (-0.16532,0.16532) 0.945116 0.0546611
1.76001e-07 (0.573507,-0.789382) (-0.176769,0.12843) 0.952035 0.0477416
1.76179e-07 (0.444464,-0.87233) (-0.181004,0.0922263) 0.958508 0.0412682
1.76358e-07 (0.303478,-0.934039) (-0.178554,0.0580158) 0.964529 0.0352475
1.76536e-07 (0.154069,-0.972807) (-0.170173,0.0269527) 0.970091 0.0296853
1.76715e-07 (-7.3527e-06,-0.987516) (-0.156803,-6.80428e-14) 0.975189 0.0245871
1.76893e-07 (-0.154854,-0.977669) (-0.139533,-0.0220999) 0.979817 0.0199579
1.77072e-07 (-0.306536,-0.943403) (-0.119555,-0.0388457) 0.983973 0.0158023
1.7725e-07 (-0.451183,-0.885485) (-0.0981099,-0.0499895) 0.98765 0.0121245
1.77429e-07 (-0.585093,-0.805303) (-0.0764425,-0.0555387) 0.990847 0.008928
1.77607e-07 (-0.704828,-0.704823) (-0.0557494,-0.0557494) 0.993558 0.00621599
1.77786e-07 (-0.807311,-0.586542) (-0.0371337,-0.0511101) 0.995783 0.00399115
1.77964e-07 (-0.889901,-0.453425) (-0.0215618,-0.0423174) 0.997518 0.00225568
1.78143e-07 (-0.950468,-0.308824) (-0.00982696,-0.0302443) 0.998762 0.00101128
