Time alpha beta abs_alpha2 abs_beta2
0 (1,0) (-0,0) 1 0
2.27051e-09 (0.171707,0.377126) (0.828293,0.377126) 0.171707 0.828293
2.27408e-09 (0.174083,0.379181) (0.825917,0.379181) 0.174083 0.825917
2.27765e-09 (0.176472,0.381221) (0.823528,0.381221) 0.176472 0.823528
2.28122e-09 (0.178874,0.383247) (0.821126,0.383247) 0.178874 0.821126
2.28479e-09 (0.181288,0.385257) (0.818712,0.385257) 0.181288 0.818712
2.28836e-09 (0.183715,0.387252) (0.816285,0.387252) 0.183715 0.816285
2.29193e-09 (0.186154,0.389231) (0.813846,0.389231) 0.186154 0.813846
2.2955e-09 (0.188606,0.391195) (0.811394,0.391195) 0.188606 0.811394
2.29907e-09 (0.19107,0.393144) (0.80893,0.393144) 0.19107 0.80893
2.30264e-09 (0.193546,0.395078) (0.806454,0.395078) 0.193546 0.806454
2.30621e-09 (0.196035,0.396995) (0.803965,0.396995) 0.196035 0.803965
2.30978e-09 (0.198535,0.398897) (0.801465,0.398897) 0.198535 0.801465
2.31335e-09 (0.201048,0.400783) (0.798952,0.400783) 0.201048 0.798952
2.31692e-09 (0.203572,0.402654) (0.796428,0.402654) 0.203572 0.796428
2.32049e-09 (0.206107,0.404508) (0.793893,0.404508) 0.206107 0.793893
2.32406e-09 (0.208655,0.406347) (0.791345,0.406347) 0.208655 0.791345
2.32763e-09 (0.211214,0.40817) (0.788786,0.40817) 0.211214 0.788786
2.3312e-09 (0.213784,0.409976) (0.786216,0.409976) 0.213784 0.786216
2.33477e-09 (0.216366,0.411766) (0.783634,0.411766) 0.216366 0.783634
2.33834e-09 (0.218958,0.41354) (0.781042,0.41354) 0.218958 0.781042
2.34191e-09 (0.221562,0.415298) (0.778438,0.415298) 0.221562 0.778438
2.34548e-09 (0.224177,0.417039) (0.775823,0.417039) 0.224177 0.775823
2.34905e-09 (0.226803,0.418764) (0.773197,0.418764) 0.226803 0.773197
2.35262e-09 (0.229439,0.420472) (0.770561,0.420472) 0.229439 0.770561
2.35619e-09 (0.232087,0.422164) (0.767913,0.422164) 0.232087 0.767913
2.35976e-09 (0.234744,0.423839) (0.765256,0.423839) 0.234744 0.765256
2.36333e-09 (0.237413,0.425497) (0.762587,0.425497) 0.237413 0.762587
2.3669e-09 (0.240091,0.427139) (0.759909,0.427139) 0.240091 0.759909
2.37047e-09 (0.24278,0.428763) (0.75722,0.428763) 0.24278 0.75722
2.37404e-09 (0.245479,0.430371) (0.754521,0.430371) 0.245479 0.754521
2.37761e-09 (0.248188,0.431962) (0.751812,0.431962) 0.248188 0.751812
2.38118e-09 (0.250907,0.433535) (0.749093,0.433535) 0.250907 0.749093
2.38475e-09 (0.253636,0.435092) (0.746364,0.435092) 0.253636 0.746364
2.38832e-09 (0.256375,0.436631) (0.743625,0.436631) 0.256375 0.743625
2.39189e-09 (0.259123,0.438153) (0.740877,0.438153) 0.259123 0.740877
2.39546e-09 (0.261881,0.439658) (0.738119,0.439658) 0.261881 0.738119
2.39903e-09 (0.264648,0.441146) (0.735352,0.441146) 0.264648 0.735352
2.4026e-09 (0.267424,0.442616) (0.732576,0.442616) 0.267424 0.732576
2.40617e-09 (0.27021,0.444068) (0.72979,0.444068) 0.27021 0.72979
2.40974e-09 (0.273005,0.445503) (0.726995,0.445503) 0.273005 0.726995
2.41331e-09 (0.275808,0.446921) (0.724192,0.446921) 0.275808 0.724192
2.41688e-09 (0.278621,0.448321) (0.721379,0.448321) 0.278621 0.721379
2.42045e-09 (0.281442,0.449703) (0.718558,0.449703) 0.281442 0.718558
2.42402e-09 (0.284272,0.451067) (0.715728,0.451067) 0.284272 0.715728
2.42759e-09 (0.28711,0.452414) (0.71289,0.452414) 0.28711 0.71289
2.43116e-09 (0.289957,0.453742) (0.710043,0.453742) 0.289957 0.710043
2.43473e-09 (0.292812,0.455053) (0.707188,0.455053) 0.292812 0.707188
2.4383e-09 (0.295675,0.456346) (0.704325,0.456346) 0.295675 0.704325
2.44187e-09 (0.298547,0.457621) (0.701453,0.457621) 0.298547 0.701453
2.44544e-09 (0.301426,0.458877) (0.698574,0.458877) 0.301426 0.698574
2.44901e-09 (0.304313,0.460116) (0.695687,0.460116) 0.304313 0.695687
2.45258e-09 (0.307208,0.461336) (0.692792,0.461336) 0.307208 0.692792
2.45615e-09 (0.31011,0.462539) (0.68989,0.462539) 0.31011 0.68989
2.45972e-09 (0.31302,0.463723) (0.68698,0.463723) 0.31302 0.68698
2.46329e-09 (0.315938,0.464888) (0.684062,0.464888) 0.315938 0.684062
2.46686e-09 (0.318862,0.466036) (0.681138,0.466036) 0.318862 0.681138
2.47043e-09 (0.321794,0.467164) (0.678206,0.467164) 0.321794 0.678206
2.474e-09 (0.324733,0.468275) (0.675267,0.468275) 0.324733 0.675267
2.47757e-09 (0.327679,0.469367) (0.672321,0.469367) 0.327679 0.672321
2.48114e-09 (0.330631,0.47044) (0.669369,0.47044) 0.330631 0.669369
2.48471e-09 (0.33359,0.471495) (0.66641,0.471495) 0.33359 0.66641
2.48828e-09 (0.336556,0.472532) (0.663444,0.472532) 0.336556 0.663444
2.49185e-09 (0.339528,0.473549) (0.660472,0.473549) 0.339528 0.660472
2.49542e-09 (0.342507,0.474548) (0.657493,0.474548) 0.342507 0.657493
2.49899e-09 (0.345492,0.475528) (0.654508,0.475528) 0.345492 0.654508
2.50256e-09 (0.348482,0.47649) (0.651518,0.47649) 0.348482 0.651518
2.50613e-09 (0.351479,0.477432) (0.648521,0.477432) 0.351479 0.648521
2.5097e-09 (0.354482,0.478356) (0.645518,0.478356) 0.354482 0.645518
2.51327e-09 (0.35749,0.479261) (0.64251,0.479261) 0.35749 0.64251
2.51684e-09 (0.360504,0.480147) (0.639496,0.480147) 0.360504 0.639496
2.52041e-09 (0.363524,0.481014) (0.636476,0.481014) 0.363524 0.636476
2.52398e-09 (0.366549,0.481862) (0.633451,0.481862) 0.366549 0.633451
2.52755e-09 (0.369579,0.482691) (0.630421,0.482691) 0.369579 0.630421
2.53112e-09 (0.372615,0.483501) (0.627385,0.483501) 0.372615 0.627385
2.53469e-09 (0.375655,0.484292) (0.624345,0.484292) 0.375655 0.624345
2.53826e-09 (0.3787,0.485063) (0.6213,0.485063) 0.3787 0.6213
2.54183e-09 (0.381751,0.485816) (0.618249,0.485816) 0.381751 0.618249
2.5454e-09 (0.384805,0.486549) (0.615195,0.486549) 0.384805 0.615195
2.54897e-09 (0.387865,0.487263) (0.612135,0.487263) 0.387865 0.612135
2.55254e-09 (0.390928,0.487958) (0.609072,0.487958) 0.390928 0.609072
2.55611e-09 (0.393996,0.488634) (0.606004,0.488634) 0.393996 0.606004
2.55968e-09 (0.397069,0.48929) (0.602931,0.48929) 0.397069 0.602931
2.56325e-09 (0.400145,0.489928) (0.599855,0.489928) 0.400145 0.599855
2.56682e-09 (0.403225,0.490545) (0.596775,0.490545) 0.403225 0.596775
2.57039e-09 (0.406309,0.491144) (0.593691,0.491144) 0.406309 0.593691
2.57396e-09 (0.409397,0.491723) (0.590603,0.491723) 0.409397 0.590603
2.57753e-09 (0.412488,0.492282) (0.587512,0.492282) 0.412488 0.587512
2.5811e-09 (0.415583,0.492822) (0.584417,0.492822) 0.415583 0.584417
2.58467e-09 (0.418681,0.493343) (0.581319,0.493343) 0.418681 0.581319
2.58824e-09 (0.421783,0.493844) (0.578217,0.493844) 0.421783 0.578217
2.59181e-09 (0.424887,0.494326) (0.575113,0.494326) 0.424887 0.575113
2.59538e-09 (0.427995,0.494788) (0.572005,0.494788) 0.427995 0.572005
2.59895e-09 (0.431105,0.495231) (0.568895,0.495231) 0.431105 0.568895
2.60252e-09 (0.434218,0.495654) (0.565782,0.495654) 0.434218 0.565782
2.60609e-09 (0.437333,0.496057) (0.562667,0.496057) 0.437333 0.562667
2.60966e-09 (0.440451,0.496441) (0.559549,0.496441) 0.440451 0.559549
2.61323e-09 (0.443572,0.496806) (0.556428,0.496806) 0.443572 0.556428
2.6168e-09 (0.446694,0.49715) (0.553306,0.49715) 0.446694 0.553306
2.62037e-09 (0.449819,0.497476) (0.550181,0.497476) 0.449819 0.550181
2.62394e-09 (0.452946,0.497781) (0.547054,0.497781) 0.452946 0.547054
2.62751e-09 (0.456074,0.498067) (0.543926,0.498067) 0.456074 0.543926
2.63108e-09 (0.459205,0.498333) (0.540795,0.498333) 0.459205 0.540795
2.63465e-09 (0.462337,0.498579) (0.537663,0.498579) 0.462337 0.537663
2.63822e-09 (0.46547,0.498806) (0.53453,0.498806) 0.46547 0.53453
2.64179e-09 (0.468605,0.499013) (0.531395,0.499013) 0.468605 0.531395
2.64536e-09 (0.471741,0.499201) (0.528259,0.499201) 0.471741 0.528259
2.64893e-09 (0.474878,0.499368) (0.525122,0.499368) 0.474878 0.525122
2.6525e-09 (0.478016,0.499516) (0.521984,0.499516) 0.478016 0.521984
2.65607e-09 (0.481155,0.499645) (0.518845,0.499645) 0.481155 0.518845
2.65964e-09 (0.484295,0.499753) (0.515705,0.499753) 0.484295 0.515705
2.66321e-09 (0.487435,0.499842) (0.512565,0.499842) 0.487435 0.512565
2.66678e-09 (0.490576,0.499911) (0.509424,0.499911) 0.490576 0.509424
2.67035e-09 (0.493717,0.499961) (0.506283,0.499961) 0.493717 0.506283
2.67392e-09 (0.496858,0.49999) (0.503142,0.49999) 0.496858 0.503142
2.67749e-09 (0.5,0.5) (0.5,0.5) 0.5 0.5
2.68106e-09 (0.503142,0.49999) (0.496858,0.49999) 0.503142 0.496858
2.68463e-09 (0.506283,0.499961) (0.493717,0.499961) 0.506283 0.493717
2.6882e-09 (0.509424,0.499911) (0.490576,0.499911) 0.509424 0.490576
2.69177e-09 (0.512565,0.499842) (0.487435,0.499842) 0.512565 0.487435
2.69534e-09 (0.515705,0.499753) (0.484295,0.499753) 0.515705 0.484295
2.69891e-09 (0.518845,0.499645) (0.481155,0.499645) 0.518845 0.481155
2.70248e-09 (0.521984,0.499516) (0.478016,0.499516) 0.521984 0.478016
2.70605e-09 (0.525122,0.499368) (0.474878,0.499368) 0.525122 0.474878
2.70962e-09 (0.528259,0.499201) (0.471741,0.499201) 0.528259 0.471741
2.71319e-09 (0.531395,0.499013) (0.468605,0.499013) 0.531395 0.468605
2.71676e-09 (0.53453,0.498806) (0.46547,0.498806) 0.53453 0.46547
2.72033e-09 (0.537663,0.498579) (0.462337,0.498579) 0.537663 0.462337
2.7239e-09 (0.540795,0.498333) (0.459205,0.498333) 0.540795 0.459205
2.72747e-09 (0.543926,0.498067) (0.456074,0.498067) 0.543926 0.456074
2.73104e-09 (0.547054,0.497781) (0.452946,0.497781) 0.547054 0.452946
2.73461e-09 (0.550181,0.497476) (0.449819,0.497476) 0.550181 0.449819
2.73818e-09 (0.553306,0.49715) (0.446694,0.49715) 0.553306 0.446694
2.74175e-09 (0.556428,0.496806) (0.443572,0.496806) 0.556428 0.443572
2.74532e-09 (0.559549,0.496441) (0.440451,0.496441) 0.559549 0.440451
2.74889e-09 (0.562667,0.496057) (0.437333,0.496057) 0.562667 0.437333
2.75246e-09 (0.565782,0.495654) (0.434218,0.495654) 0.565782 0.434218
2.75603e-09 (0.568895,0.495231) (0.431105,0.495231) 0.568895 0.431105
2.7596e-09 (0.572005,0.494788) (0.427995,0.494788) 0.572005 0.427995
2.76317e-09 (0.575113,0.494326) (0.424887,0.494326) 0.575113 0.424887
2.76674e-09 (0.578217,0.493844) (0.421783,0.493844) 0.578217 0.421783
2.77031e-09 (0.581319,0.493343) (0.418681,0.493343) 0.581319 0.418681
2.77388e-09 (0.584417,0.492822) (0.415583,0.492822) 0.584417 0.415583
2.77745e-09 (0.587512,0.492282) (0.412488,0.492282) 0.587512 0.412488
2.78102e-09 (0.590603,0.491723) (0.409397,0.491723) 0.590603 0.409397
2.78459e-09 (0.593691,0.491144) (0.406309,0.491144) 0.593691 0.406309
2.78816e-09 (0.596775,0.490545) (0.403225,0.490545) 0.596775 0.403225
2.79173e-09 (0.599855,0.489928) (0.400145,0.489928) 0.599855 0.400145
2.7953e-09 (0.602931,0.48929) (0.397069,0.48929) 0.602931 0.397069
2.79887e-09 (0.606004,0.488634) (0.393996,0.488634) 0.606004 0.393996
2.80244e-09 (0.609072,0.487958) (0.390928,0.487958) 0.609072 0.390928
2.80601e-09 (0.612135,0.487263) (0.387865,0.487263) 0.612135 0.387865
2.80958e-09 (0.615195,0.486549) (0.384805,0.486549) 0.615195 0.384805
2.81315e-09 (0.618249,0.485816) (0.381751,0.485816) 0.618249 0.381751
2.81672e-09 (0.6213,0.485063) (0.3787,0.485063) 0.6213 0.3787
2.82029e-09 (0.624345,0.484292) (0.375655,0.484292) 0.624345 0.375655
2.82386e-09 (0.627385,0.483501) (0.372615,0.483501) 0.627385 0.372615
2.82743e-09 (0.630421,0.482691) (0.369579,0.482691) 0.630421 0.369579
2.831e-09 (0.633451,0.481862) (0.366549,0.481862) 0.633451 0.366549
2.83457e-09 (0.636476,0.481014) (0.363524,0.481014) 0.636476 0.363524
2.83814e-09 (0.639496,0.480147) (0.360504,0.480147) 0.639496 0.360504
2.84171e-09 (0.64251,0.479261) (0.35749,0.479261) 0.64251 0.35749
2.84528e-09 (0.645518,0.478356) (0.354482,0.478356) 0.645518 0.354482
2.84885e-09 (0.648521,0.477432) (0.351479,0.477432) 0.648521 0.351479
2.85242e-09 (0.651518,0.47649) (0.348482,0.47649) 0.651518 0.348482
2.85599e-09 (0.654508,0.475528) (0.345492,0.475528) 0.654508 0.345492
2.85956e-09 (0.657493,0.474548) (0.342507,0.474548) 0.657493 0.342507
2.86313e-09 (0.660472,0.473549) (0.339528,0.473549) 0.660472 0.339528
2.8667e-09 (0.663444,0.472532) (0.336556,0.472532) 0.663444 0.336556
2.87027e-09 (0.66641,0.471495) (0.33359,0.471495) 0.66641 0.33359
2.87384e-09 (0.669369,0.47044) (0.330631,0.47044) 0.669369 0.330631
2.87741e-09 (0.672321,0.469367) (0.327679,0.469367) 0.672321 0.327679
2.88098e-09 (0.675267,0.468275) (0.324733,0.468275) 0.675267 0.324733
2.88455e-09 (0.678206,0.467164) (0.321794,0.467164) 0.678206 0.321794
2.88812e-09 (0.681138,0.466036) (0.318862,0.466036) 0.681138 0.318862
2.89169e-09 (0.684062,0.464888) (0.315938,0.464888) 0.684062 0.315938
2.89526e-09 (0.68698,0.463723) (0.31302,0.463723) 0.68698 0.31302
2.89883e-09 (0.68989,0.462539) (0.31011,0.462539) 0.68989 0.31011
2.9024e-09 (0.692792,0.461336) (0.307208,0.461336) 0.692792 0.307208
2.90597e-09 (0.695687,0.460116) (0.304313,0.460116) 0.695687 0.304313
2.90954e-09 (0.698574,0.458877) (0.301426,0.458877) 0.698574 0.301426
2.91311e-09 (0.701453,0.457621) (0.298547,0.457621) 0.701453 0.298547
2.91668e-09 (0.704325,0.456346) (0.295675,0.456346) 0.704325 0.295675
2.92025e-09 (0.707188,0.455053) (0.292812,0.455053) 0.707188 0.292812
2.92382e-09 (0.710043,0.453742) (0.289957,0.453742) 0.710043 0.289957
2.92739e-09 (0.71289,0.452414) (0.28711,0.452414) 0.71289 0.28711
2.93096e-09 (0.715728,0.451067) (0.284272,0.451067) 0.715728 0.284272
2.93453e-09 (0.718558,0.449703) (0.281442,0.449703) 0.718558 0.281442
2.9381e-09 (0.721379,0.448321) (0.278621,0.448321) 0.721379 0.278621
2.94167e-09 (0.724192,0.446921) (0.275808,0.446921) 0.724192 0.275808
2.94524e-09 (0.726995,0.445503) (0.273005,0.445503) 0.726995 0.273005
2.94881e-09 (0.72979,0.444068) (0.27021,0.444068) 0.72979 0.27021
2.95238e-09 (0.732576,0.442616) (0.267424,0.442616) 0.732576 0.267424
2.95595e-09 (0.735352,0.441146) (0.264648,0.441146) 0.735352 0.264648
2.95952e-09 (0.738119,0.439658) (0.261881,0.439658) 0.738119 0.261881
2.96309e-09 (0.740877,0.438153) (0.259123,0.438153) 0.740877 0.259123
2.96666e-09 (0.743625,0.436631) (0.256375,0.436631) 0.743625 0.256375
2.97023e-09 (0.746364,0.435092) (0.253636,0.435092) 0.746364 0.253636
2.9738e-09 (0.749093,0.433535) (0.250907,0.433535) 0.749093 0.250907
2.97737e-09 (0.751812,0.431962) (0.248188,0.431962) 0.751812 0.248188
2.98094e-09 (0.754521,0.430371) (0.245479,0.430371) 0.754521 0.245479
2.98451e-09 (0.75722,0.428763) (0.24278,0.428763) 0.75722 0.24278
2.98808e-09 (0.759909,0.427139) (0.240091,0.427139) 0.759909 0.240091
2.99165e-09 (0.762587,0.425497) (0.237413,0.425497) 0.762587 0.237413
2.99522e-09 (0.765256,0.423839) (0.234744,0.423839) 0.765256 0.234744
2.99879e-09 (0.767913,0.422164) (0.232087,0.422164) 0.767913 0.232087
3.00236e-09 (0.770561,0.420472) (0.229439,0.420472) 0.770561 0.229439
3.00593e-09 (0.773197,0.418764) (0.226803,0.418764) 0.773197 0.226803
3.0095e-09 (0.775823,0.417039) (0.224177,0.417039) 0.775823 0.224177
3.01307e-09 (0.778438,0.415298) (0.221562,0.415298) 0.778438 0.221562
3.01664e-09 (0.781042,0.41354) (0.218958,0.41354) 0.781042 0.218958
3.02021e-09 (0.783634,0.411766) (0.216366,0.411766) 0.783634 0.216366
3.02378e-09 (0.786216,0.409976) (0.213784,0.409976) 0.786216 0.213784
3.02735e-09 (0.788786,0.40817) (0.211214,0.40817) 0.788786 0.211214
3.03092e-09 (0.791345,0.406347) (0.208655,0.406347) 0.791345 0.208655
3.03449e-09 (0.793893,0.404508) (0.206107,0.404508) 0.793893 0.206107
3.03806e-09 (0.796428,0.402654) (0.203572,0.402654) 0.796428 0.203572
3.04163e-09 (0.798952,0.400783) (0.201048,0.400783) 0.798952 0.201048
3.0452e-09 (0.801465,0.398897) (0.198535,0.398897) 0.801465 0.198535
3.04877e-09 (0.803965,0.396995) (0.196035,0.396995) 0.803965 0.196035
3.05234e-09 (0.806454,0.395078) (0.193546,0.395078) 0.806454 0.193546
3.05591e-09 (0.80893,0.393144) (0.19107,0.393144) 0.80893 0.19107
3.05948e-09 (0.811394,0.391195) (0.188606,0.391195) 0.811394 0.188606
3.06305e-09 (0.813846,0.389231) (0.186154,0.389231) 0.813846 0.186154
3.06662e-09 (0.816285,0.387252) (0.183715,0.387252) 0.816285 0.183715
3.07019e-09 (0.818712,0.385257) (0.181288,0.385257) 0.818712 0.181288
3.07376e-09 (0.821126,0.383247) (0.178874,0.383247) 0.821126 0.178874
3.07733e-09 (0.823528,0.381221) (0.176472,0.381221) 0.823528 0.176472
3.0809e-09 (0.825917,0.379181) (0.174083,0.379181) 0.825917 0.174083
3.08447e-09 (0.828293,0.377126) (0.171707,0.377126) 0.828293 0.171707
3.08804e-09 (0.830656,0.375056) (0.169344,0.375056) 0.830656 0.169344
3.09161e-09 (0.833006,0.372971) (0.166994,0.372971) 0.833006 0.166994
3.09518e-09 (0.835343,0.370871) (0.164657,0.370871) 0.835343 0.164657
3.09875e-09 (0.837666,0.368757) (0.162334,0.368757) 0.837666 0.162334
3.10232e-09 (0.839977,0.366628) (0.160023,0.366628) 0.839977 0.160023
3.10589e-09 (0.842274,0.364484) (0.157726,0.364484) 0.842274 0.157726
3.10946e-09 (0.844557,0.362327) (0.155443,0.362327) 0.844557 0.155443
3.11303e-09 (0.846827,0.360155) (0.153173,0.360155) 0.846827 0.153173
3.1166e-09 (0.849083,0.357968) (0.150917,0.357968) 0.849083 0.150917
3.12017e-09 (0.851325,0.355768) (0.148675,0.355768) 0.851325 0.148675
3.12374e-09 (0.853553,0.353553) (0.146447,0.353553) 0.853553 0.146447
3.12731e-09 (0.855768,0.351325) (0.144232,0.351325) 0.855768 0.144232
3.13088e-09 (0.857968,0.349083) (0.142032,0.349083) 0.857968 0.142032
3.13445e-09 (0.860155,0.346827) (0.139845,0.346827) 0.860155 0.139845
3.13802e-09 (0.862327,0.344557) (0.137673,0.344557) 0.862327 0.137673
3.14159e-09 (0.864484,0.342274) (0.135516,0.342274) 0.864484 0.135516
3.14516e-09 (0.866628,0.339977) (0.133372,0.339977) 0.866628 0.133372
3.14873e-09 (0.868757,0.337666) (0.131243,0.337666) 0.868757 0.131243
3.1523e-09 (0.870871,0.335343) (0.129129,0.335343) 0.870871 0.129129
3.15587e-09 (0.872971,0.333006) (0.127029,0.333006) 0.872971 0.127029
3.15944e-09 (0.875056,0.330656) (0.124944,0.330656) 0.875056 0.124944
3.16301e-09 (0.877126,0.328293) (0.122874,0.328293) 0.877126 0.122874
3.16658e-09 (0.879181,0.325917) (0.120819,0.325917) 0.879181 0.120819
3.17015e-09 (0.881221,0.323528) (0.118779,0.323528) 0.881221 0.118779
3.17372e-09 (0.883247,0.321126) (0.116753,0.321126) 0.883247 0.116753
3.17729e-09 (0.885257,0.318712) (0.114743,0.318712) 0.885257 0.114743
3.18086e-09 (0.887252,0.316285) (0.112748,0.316285) 0.887252 0.112748
3.18443e-09 (0.889231,0.313846) (0.110769,0.313846) 0.889231 0.110769
3.188e-09 (0.891195,0.311394) (0.108805,0.311394) 0.891195 0.108805
3.19157e-09 (0.893144,0.30893) (0.106856,0.30893) 0.893144 0.106856
3.19514e-09 (0.895078,0.306454) (0.104922,0.306454) 0.895078 0.104922
3.19871e-09 (0.896995,0.303965) (0.103005,0.303965) 0.896995 0.103005
3.20228e-09 (0.898897,0.301465) (0.101103,0.301465) 0.898897 0.101103
3.20585e-09 (0.900783,0.298952) (0.0992165,0.298952) 0.900783 0.0992165
3.20942e-09 (0.902654,0.296428) (0.0973461,0.296428) 0.902654 0.0973461
3.21299e-09 (0.904508,0.293893) (0.0954915,0.293893) 0.904508 0.0954915
3.21656e-09 (0.906347,0.291345) (0.0936529,0.291345) 0.906347 0.0936529
3.22013e-09 (0.90817,0.288786) (0.0918304,0.288786) 0.90817 0.0918304
3.2237e-09 (0.909976,0.286216) (0.0900239,0.286216) 0.909976 0.0900239
3.22727e-09 (0.911766,0.283634) (0.0882337,0.283634) 0.911766 0.0882337
3.23084e-09 (0.91354,0.281042) (0.0864597,0.281042) 0.91354 0.0864597
3.23441e-09 (0.915298,0.278438) (0.0847021,0.278438) 0.915298 0.0847021
3.23798e-09 (0.917039,0.275823) (0.0829608,0.275823) 0.917039 0.0829608
3.24155e-09 (0.918764,0.273197) (0.081236,0.273197) 0.918764 0.081236
3.24512e-09 (0.920472,0.270561) (0.0795277,0.270561) 0.920472 0.0795277
3.24869e-09 (0.922164,0.267913) (0.077836,0.267913) 0.922164 0.077836
3.25226e-09 (0.923839,0.265256) (0.076161,0.265256) 0.923839 0.076161
3.25583e-09 (0.925497,0.262587) (0.0745028,0.262587) 0.925497 0.0745028
3.2594e-09 (0.927139,0.259909) (0.0728613,0.259909) 0.927139 0.0728613
3.26297e-09 (0.928763,0.25722) (0.0712367,0.25722) 0.928763 0.0712367
3.26654e-09 (0.930371,0.254521) (0.069629,0.254521) 0.930371 0.069629
3.27011e-09 (0.931962,0.251812) (0.0680383,0.251812) 0.931962 0.0680383
3.27368e-09 (0.933535,0.249093) (0.0664646,0.249093) 0.933535 0.0664646
3.27725e-09 (0.935092,0.246364) (0.0649081,0.246364) 0.935092 0.0649081
3.28082e-09 (0.936631,0.243625) (0.0633688,0.243625) 0.936631 0.0633688
3.28439e-09 (0.938153,0.240877) (0.0618467,0.240877) 0.938153 0.0618467
3.28796e-09 (0.939658,0.238119) (0.0603418,0.238119) 0.939658 0.0603418
3.29153e-09 (0.941146,0.235352) (0.0588544,0.235352) 0.941146 0.0588544
3.2951e-09 (0.942616,0.232576) (0.0573843,0.232576) 0.942616 0.0573843
3.29867e-09 (0.944068,0.22979) (0.0559318,0.22979) 0.944068 0.0559318
3.30224e-09 (0.945503,0.226995) (0.0544967,0.226995) 0.945503 0.0544967
3.30581e-09 (0.946921,0.224192) (0.0530793,0.224192) 0.946921 0.0530793
3.30938e-09 (0.948321,0.221379) (0.0516795,0.221379) 0.948321 0.0516795
3.31295e-09 (0.949703,0.218558) (0.0502974,0.218558) 0.949703 0.0502974
3.31652e-09 (0.951067,0.215728) (0.048933,0.215728) 0.951067 0.048933
3.32009e-09 (0.952414,0.21289) (0.0475865,0.21289) 0.952414 0.0475865
3.32366e-09 (0.953742,0.210043) (0.0462578,0.210043) 0.953742 0.0462578
3.32723e-09 (0.955053,0.207188) (0.044947,0.207188) 0.955053 0.044947
3.3308e-09 (0.956346,0.204325) (0.0436542,0.204325) 0.956346 0.0436542
3.33437e-09 (0.957621,0.201453) (0.0423794,0.201453) 0.957621 0.0423794
3.33794e-09 (0.958877,0.198574) (0.0411227,0.198574) 0.958877 0.0411227
3.34151e-09 (0.960116,0.195687) (0.0398841,0.195687) 0.960116 0.0398841
3.34508e-09 (0.961336,0.192792) (0.0386636,0.192792) 0.961336 0.0386636
3.34865e-09 (0.962539,0.18989) (0.0374614,0.18989) 0.962539 0.0374614
3.35222e-09 (0.963723,0.18698) (0.0362774,0.18698) 0.963723 0.0362774
3.35579e-09 (0.964888,0.184062) (0.0351118,0.184062) 0.964888 0.0351118
3.35936e-09 (0.966036,0.181138) (0.0339644,0.181138) 0.966036 0.0339644
3.36293e-09 (0.967164,0.178206) (0.0328355,0.178206) 0.967164 0.0328355
3.3665e-09 (0.968275,0.175267) (0.0317251,0.175267) 0.968275 0.0317251
3.37007e-09 (0.969367,0.172321) (0.0306331,0.172321) 0.969367 0.0306331
3.37364e-09 (0.97044,0.169369) (0.0295596,0.169369) 0.97044 0.0295596
3.37721e-09 (0.971495,0.16641) (0.0285047,0.16641) 0.971495 0.0285047
3.38078e-09 (0.972532,0.163444) (0.0274685,0.163444) 0.972532 0.0274685
3.38435e-09 (0.973549,0.160472) (0.0264508,0.160472) 0.973549 0.0264508
3.38792e-09 (0.974548,0.157493) (0.0254519,0.157493) 0.974548 0.0254519
3.39149e-09 (0.975528,0.154508) (0.0244717,0.154508) 0.975528 0.0244717
3.39506e-09 (0.97649,0.151518) (0.0235103,0.151518) 0.97649 0.0235103
3.39863e-09 (0.977432,0.148521) (0.0225677,0.148521) 0.977432 0.0225677
3.4022e-09 (0.978356,0.145518) (0.021644,0.145518) 0.978356 0.021644
3.40577e-09 (0.979261,0.14251) (0.0207391,0.14251) 0.979261 0.0207391
3.40934e-09 (0.980147,0.139496) (0.0198532,0.139496) 0.980147 0.0198532
3.41291e-09 (0.981014,0.136476) (0.0189862,0.136476) 0.981014 0.0189862
3.41648e-09 (0.981862,0.133451) (0.0181382,0.133451) 0.981862 0.0181382
3.42005e-09 (0.982691,0.130421) (0.0173092,0.130421) 0.982691 0.0173092
3.42362e-09 (0.983501,0.127385) (0.0164993,0.127385) 0.983501 0.0164993
3.42719e-09 (0.984292,0.124345) (0.0157084,0.124345) 0.984292 0.0157084
3.43076e-09 (0.985063,0.1213) (0.0149367,0.1213) 0.985063 0.0149367
3.43433e-09 (0.985816,0.118249) (0.0141841,0.118249) 0.985816 0.0141841
3.4379e-09 (0.986549,0.115195) (0.0134507,0.115195) 0.986549 0.0134507
3.44147e-09 (0.987263,0.112135) (0.0127366,0.112135) 0.987263 0.0127366
3.44504e-09 (0.987958,0.109072) (0.0120416,0.109072) 0.987958 0.0120416
3.44861e-09 (0.988634,0.106004) (0.0113659,0.106004) 0.988634 0.0113659
3.45218e-09 (0.98929,0.102931) (0.0107095,0.102931) 0.98929 0.0107095
3.45575e-09 (0.989928,0.099855) (0.0100725,0.099855) 0.989928 0.0100725
3.45932e-09 (0.990545,0.0967747) (0.00945474,0.0967747) 0.990545 0.00945474
3.46289e-09 (0.991144,0.0936907) (0.00885637,0.0936907) 0.991144 0.00885637
3.46646e-09 (0.991723,0.0906029) (0.0082774,0.0906029) 0.991723 0.0082774
3.47003e-09 (0.992282,0.0875115) (0.00771783,0.0875115) 0.992282 0.00771783
